None
── 옷/행동 ──
clothes_grab
untying
open_clothes
unbuttoned
wringing_clothes
adjusting_clothes
unzipping
unzipped
revealing_clothes
untied
through
clothes_down
undressing
unfastened
bottomless
side_slit
clothing_aside
arm_cutout
shoulder_cutout
armpit_cutout
midriff
stomach_cutout
navel_cutout
zettai_ryouiki
backless_outfit
bare_back
sideless_outfit
laced_cutout
laced_clothes
hip_vent
ass_cutout
open_hoodie
cut_armhole
waist_sideboob
── 알몸/행동 ──
naked_tabard
naked_robe
naked_ribbon
naked_cape
naked_cloak
naked_suspenders
naked_bandage
naked_shirt
underwear_only
naked_scarf
naked_sheet
naked_overalls
naked_jacket
naked_chocolate
naked_coat
naked_towel
naked_hoodie
naked_capelet
naked_apron
nearly_naked_apron
towel
towel_slip
── 상의/행동 ──
collar_grab
necktie_grab
collar_tug
bare_arms
sleeveless
sleeves_rolled_up
armpits
armpit_cutout
cut_armhole
sleeves_pushed_up
strap_lift
strap_pull
strap_slip
bare_shoulders
off_shoulder
shoulder_cutout
no_shirt
shirt_lift
center_opening
open_collar
open_shirt
downblouse
shirt_pull
shirt_tug
shirt_slip
shirt_aside
breasts_out
one_breast_out
breastless_clothes
breast_slip
backboob
topless
cleavage
underboob_cutout
cleavage_cutout
underboob
sideboob
areola_slip
nipple_slip
robe_slip
hood_down
open_jacket
open_coat
open_robe
cape_lift
sweater_lift
pajamas_pull
── 하의/행동 ──
open_pants
pants_pull
crotch_cutout
downpants
pantyshot
butt_crack
shorts_pull
shorts_aside
shorts
buruma_pull
buruma_aside
hakama_pull
skirt_grab
apron_grab
upskirt
skirt_lift
skirt_tug
skirt_pull
extended_upskirt
open_skirt
skirt_around_one_leg
skirt_around_ankles
── 복장/행동 ──
kimono
kimono_pull
kimono_lift
yukata_lift
dress_tug
dress_pull
dress_aside
leotard_pull
leotard_aside
── 수영복/위치 ──
up
swimsuit_under_clothes
── 수영복/행동 ──
bikini_pull
bikini
bikini_aside
swimsuit_pull
swimsuit_aside
torn_swimsuit
bikini_lift
bikini_bottom_only
bikini_top_only
impossible_swimsuit
adjusting_swimsuit
